CustomerID,Age,Income,EmploymentType,ResidenceType,CreditScore,LoanAmount,LoanTerm,PreviousDefault,RiskCategory
6125,29,44490,Salaried,Parental Home,421,283764,55,No,Very High
6126,18,24793,Unemployed,Rented,794,271635,86,Yes,Low
6127,39,30597,Salaried,Rented,774,375644,64,No,Medium
6128,57,11753,Unemployed,Parental Home,807,43728,297,No,Very High
6129,54,41397,Salaried,Owned,474,69650,77,No,Medium
6130,64,9318,Unemployed,Rented,820,170639,49,Yes,Very High
6131,18,36069,Salaried,Owned,570,8387,265,No,Medium
6132,18,23151,Unemployed,Parental Home,485,21025,305,Yes,High
6133,59,43274,Unemployed,Parental Home,393,254759,210,No,High
6134,59,11701,Salaried,Rented,813,399662,247,No,Medium
6135,38,9962,Unemployed,Rented,477,234507,66,No,Medium
6136,32,41197,Self-employed,Parental Home,594,109673,343,Yes,Low
6137,34,33041,Unemployed,Owned,530,262627,127,Yes,Low
6138,39,10248,Unemployed,Owned,535,108896,96,No,Very High
6139,55,22829,Self-employed,Parental Home,392,424826,290,No,Medium
6140,52,5203,Self-employed,Rented,786,435197,153,Yes,Medium
6141,62,28370,Self-employed,Parental Home,343,165381,107,No,Medium
6142,33,38247,Salaried,Rented,838,64388,60,Yes,Low
6143,25,13386,Self-employed,Owned,774,496382,312,No,Low
6144,64,3434,Salaried,Rented,338,387891,216,Yes,High
6145,34,45998,Self-employed,Owned,684,166506,206,No,Very High
6146,34,37474,Salaried,Parental Home,734,378074,316,Yes,Low
6147,43,27644,Self-employed,Rented,588,396586,261,No,Very High
6148,30,41493,Self-employed,Owned,547,39226,269,No,Very High
6149,34,21288,Unemployed,Rented,658,469050,70,No,Low
6150,55,6959,Self-employed,Owned,737,285550,232,No,Medium
6151,34,14143,Unemployed,Owned,508,432932,71,No,Medium
6152,65,42593,Self-employed,Parental Home,423,27989,33,No,High
6153,31,42115,Self-employed,Parental Home,702,47580,356,Yes,Medium
6154,62,48609,Unemployed,Rented,583,312875,64,No,Medium
6155,23,25540,Unemployed,Owned,540,82541,286,No,Low
6156,52,38481,Salaried,Parental Home,466,142933,60,No,Very High
6157,63,32969,Unemployed,Rented,447,307183,28,No,Medium
6158,31,14561,Salaried,Parental Home,564,408569,138,Yes,Low
6159,64,25578,Self-employed,Rented,800,373315,166,Yes,Very High
6160,25,15787,Unemployed,Parental Home,578,151702,286,No,Low
6161,32,9512,Unemployed,Parental Home,458,69050,246,No,Medium
6162,44,13596,Self-employed,Owned,359,132281,297,No,Medium
6163,30,34746,Self-employed,Owned,798,195173,89,No,Low
6164,66,22930,Self-employed,Parental Home,616,75254,185,No,High
6165,48,33201,Self-employed,Owned,787,107454,117,No,Very High
6166,52,21687,Unemployed,Parental Home,764,284051,331,Yes,Very High
6167,23,38989,Self-employed,Rented,527,105785,43,Yes,Medium
6168,22,33183,Self-employed,Parental Home,655,9484,303,Yes,Low
6169,39,23758,Unemployed,Parental Home,765,28194,21,Yes,Low
6170,66,4082,Salaried,Rented,526,28886,326,No,Medium
6171,40,44405,Unemployed,Rented,468,13537,113,No,Low
6172,42,33832,Salaried,Owned,583,236688,129,Yes,Medium
6173,51,48891,Self-employed,Rented,561,290543,168,Yes,High
6174,43,48810,Unemployed,Owned,663,225263,278,No,Very High
6175,64,49901,Self-employed,Parental Home,820,358954,256,Yes,High
6176,22,20976,Unemployed,Rented,397,496660,90,Yes,Low
6177,43,41376,Salaried,Parental Home,311,11892,171,No,Very High
6178,37,8526,Unemployed,Owned,716,396723,102,Yes,Medium
6179,23,34086,Self-employed,Rented,800,45544,140,No,Medium
6180,23,24563,Unemployed,Owned,434,374761,25,Yes,Very High
6181,67,9472,Self-employed,Owned,558,24267,297,No,High
6182,35,5775,Unemployed,Rented,816,307540,170,No,High
6183,21,18828,Salaried,Rented,593,247633,140,No,Medium
6184,34,47776,Unemployed,Owned,739,118204,185,Yes,Low
6185,31,20974,Unemployed,Rented,450,429556,185,Yes,Medium
6186,31,25388,Unemployed,Owned,780,263225,54,Yes,Low
6187,30,18055,Unemployed,Parental Home,557,495888,305,Yes,Low
6188,24,21615,Salaried,Parental Home,448,112478,356,No,Very High
6189,61,40886,Self-employed,Rented,441,48404,311,Yes,Very High
6190,32,25838,Unemployed,Rented,550,172300,120,No,Medium
6191,36,43728,Unemployed,Parental Home,346,318880,253,Yes,Very High
6192,60,15464,Unemployed,Owned,671,490641,66,No,Medium
6193,64,43364,Salaried,Owned,393,210956,66,No,Very High
6194,61,10240,Self-employed,Owned,655,413853,345,No,High
6195,52,7942,Self-employed,Rented,831,260529,227,Yes,High
6196,34,22622,Unemployed,Owned,571,212832,118,Yes,High
6197,52,16536,Unemployed,Rented,728,182252,324,No,Very High
6198,36,4600,Self-employed,Rented,363,453915,195,Yes,Low
6199,37,8700,Unemployed,Rented,463,71843,141,No,Very High
6200,53,41839,Unemployed,Parental Home,688,217244,135,Yes,High
6201,52,13248,Unemployed,Owned,768,476178,60,Yes,Medium
6202,49,48291,Salaried,Rented,849,413796,331,Yes,Low
6203,65,20093,Salaried,Owned,830,246732,264,Yes,High
6204,61,22355,Self-employed,Parental Home,316,204460,354,No,Very High
6205,57,20177,Salaried,Owned,600,56376,80,Yes,Medium
6206,41,22483,Salaried,Parental Home,387,303356,329,Yes,Very High
6207,34,46815,Self-employed,Rented,544,463436,63,Yes,Medium
6208,24,41533,Salaried,Rented,766,247208,44,No,High
6209,60,3026,Self-employed,Parental Home,741,445620,31,No,Medium
6210,67,42461,Unemployed,Rented,412,55403,240,No,Medium
6211,18,24706,Self-employed,Owned,741,162319,198,No,Medium
6212,52,27660,Self-employed,Owned,307,219387,199,No,High
6213,49,42377,Self-employed,Parental Home,848,96126,202,No,Medium
6214,53,45082,Unemployed,Owned,399,337421,123,Yes,Very High
6215,30,19258,Unemployed,Rented,644,445718,195,No,Low
6216,23,41077,Unemployed,Rented,780,376854,304,No,Very High
6217,31,35779,Self-employed,Rented,641,218748,318,Yes,Medium
6218,54,27154,Self-employed,Owned,533,293751,296,Yes,Medium
6219,65,32684,Self-employed,Rented,534,258064,238,Yes,High
6220,32,18389,Self-employed,Owned,425,482756,148,Yes,Very High
6221,64,29324,Self-employed,Parental Home,776,68543,97,No,Medium
6222,21,30685,Self-employed,Rented,671,248332,307,No,High
6223,57,30195,Self-employed,Parental Home,419,122117,182,No,High
6224,33,24797,Salaried,Owned,841,445217,290,No,High
6225,45,49439,Unemployed,Owned,478,345438,263,Yes,High
6226,33,8774,Salaried,Parental Home,393,309335,19,No,Medium
6227,21,34633,Unemployed,Rented,601,61957,85,No,Medium
6228,62,3796,Self-employed,Rented,717,134658,331,Yes,High
6229,43,43047,Salaried,Rented,751,347758,162,Yes,High
6230,45,31389,Self-employed,Parental Home,716,37802,104,Yes,Very High
6231,49,10188,Salaried,Owned,421,262626,107,No,High
6232,62,26696,Salaried,Parental Home,356,444247,153,No,High
6233,19,5024,Self-employed,Owned,438,86940,91,Yes,Medium
6234,48,10666,Salaried,Rented,498,384144,251,Yes,Low
6235,20,38985,Salaried,Rented,660,442647,284,No,Very High
6236,25,9584,Unemployed,Owned,709,120144,31,No,Medium
6237,41,28462,Self-employed,Rented,827,159743,23,Yes,High
6238,32,30044,Self-employed,Parental Home,542,45668,135,No,High
6239,60,8285,Salaried,Owned,389,294717,133,No,High
6240,48,10370,Self-employed,Rented,815,179614,339,No,Very High
6241,26,20903,Unemployed,Rented,361,202670,240,Yes,High
6242,56,35499,Unemployed,Rented,511,70258,96,Yes,Low
6243,62,35368,Self-employed,Rented,547,127608,285,Yes,Very High
6244,19,25995,Self-employed,Owned,796,397831,40,Yes,Very High
6245,25,42624,Unemployed,Owned,355,372575,146,Yes,High
6246,24,38200,Self-employed,Rented,758,276926,51,No,Very High
6247,61,25841,Salaried,Parental Home,588,176934,112,Yes,Very High
6248,68,7866,Self-employed,Parental Home,842,490193,145,No,Low
6249,56,16566,Salaried,Parental Home,769,177078,322,No,Medium
6250,59,40822,Unemployed,Parental Home,688,124529,340,Yes,Low
6251,33,44876,Self-employed,Owned,720,255394,192,Yes,Medium
6252,52,31552,Unemployed,Owned,812,100615,211,Yes,Low
6253,47,37549,Self-employed,Parental Home,380,110953,220,Yes,High
6254,27,27914,Salaried,Owned,743,92087,99,Yes,Low
6255,55,46830,Self-employed,Parental Home,586,271918,136,No,Very High
6256,35,47542,Unemployed,Rented,583,206687,33,Yes,Very High
6257,67,25333,Salaried,Rented,790,428931,61,No,Very High
6258,22,18958,Self-employed,Parental Home,687,410396,250,Yes,High
6259,46,23954,Unemployed,Owned,707,133782,225,Yes,Low
6260,56,12638,Unemployed,Parental Home,626,192472,294,No,Medium
6261,51,37147,Self-employed,Owned,475,498173,59,Yes,Low
6262,60,12675,Unemployed,Rented,820,349108,77,Yes,Low
6263,62,27054,Salaried,Owned,682,369818,141,No,Medium
6264,40,46034,Self-employed,Parental Home,557,25148,313,Yes,Low
6265,22,34661,Salaried,Rented,646,450400,338,Yes,Very High
6266,47,20184,Unemployed,Rented,571,49342,278,Yes,Medium
6267,23,28822,Unemployed,Owned,560,58479,250,Yes,Low
6268,63,13929,Unemployed,Rented,695,168925,37,Yes,Medium
6269,61,8267,Salaried,Rented,453,475120,202,No,Medium
6270,21,39025,Unemployed,Owned,826,281210,60,No,High
6271,46,15069,Self-employed,Rented,366,232049,330,Yes,Medium
6272,40,3981,Self-employed,Parental Home,647,126469,32,No,Medium
6273,23,46436,Unemployed,Owned,362,348228,90,No,High
6274,49,21472,Self-employed,Owned,655,438211,91,Yes,High
6275,59,22336,Salaried,Owned,580,434275,20,Yes,Very High
6276,35,28587,Salaried,Owned,340,13779,160,No,Very High
6277,32,14656,Unemployed,Parental Home,839,308706,66,No,Medium
6278,57,30326,Self-employed,Owned,666,331771,308,No,High
6279,49,21510,Self-employed,Parental Home,576,479903,17,Yes,Medium
6280,26,43831,Unemployed,Owned,520,332125,268,No,Medium
6281,54,21975,Salaried,Owned,360,53294,203,No,Low
6282,27,12665,Unemployed,Rented,402,257541,240,No,Medium
6283,37,30097,Self-employed,Rented,484,483652,258,Yes,High
6284,23,28741,Self-employed,Parental Home,446,88176,293,No,Low
6285,65,9437,Unemployed,Rented,374,277497,268,Yes,Low
6286,20,28185,Salaried,Owned,772,266094,268,Yes,High
6287,59,13375,Salaried,Parental Home,300,379267,104,Yes,Very High
6288,28,30107,Unemployed,Rented,715,249323,225,No,High
6289,60,33484,Self-employed,Owned,768,363550,305,Yes,Low
6290,34,38629,Salaried,Rented,664,148943,52,Yes,High
6291,49,48610,Unemployed,Rented,316,221027,167,No,High
6292,21,28835,Self-employed,Rented,809,48377,144,Yes,Very High
6293,21,32743,Salaried,Rented,738,471268,330,Yes,Medium
6294,34,33917,Salaried,Owned,830,130902,97,Yes,High
6295,58,41995,Unemployed,Rented,358,26670,95,Yes,Medium
6296,36,14424,Self-employed,Parental Home,414,146383,259,Yes,High
6297,22,12643,Salaried,Parental Home,502,272099,46,Yes,High
6298,49,13310,Unemployed,Rented,842,48360,260,No,Very High
6299,39,21951,Salaried,Parental Home,493,149394,342,No,High
6300,23,29568,Self-employed,Rented,771,390833,136,Yes,Very High
6301,52,18233,Salaried,Owned,405,497157,63,Yes,High
6302,39,16200,Self-employed,Owned,425,5152,300,No,Low
6303,18,24548,Salaried,Parental Home,713,149545,281,No,Low
6304,37,13532,Salaried,Parental Home,809,338589,232,Yes,Very High
6305,39,26465,Unemployed,Rented,800,294153,320,Yes,High
6306,65,24291,Salaried,Rented,420,384570,72,Yes,Low
6307,28,45448,Self-employed,Rented,507,348183,280,No,High
6308,30,33580,Unemployed,Owned,649,463890,26,No,Very High
6309,59,29149,Self-employed,Rented,492,412757,322,No,High
6310,20,24346,Self-employed,Owned,692,469991,192,Yes,Medium
6311,26,13619,Unemployed,Parental Home,796,382557,211,No,Very High
6312,29,42918,Self-employed,Owned,691,125388,314,Yes,Very High
6313,40,4766,Salaried,Parental Home,408,344414,86,Yes,Medium
6314,31,6549,Unemployed,Owned,769,56517,255,Yes,High
6315,50,21693,Salaried,Owned,649,216455,282,No,Low
6316,35,34922,Salaried,Rented,448,398234,32,No,Very High
6317,66,45402,Self-employed,Parental Home,555,440612,47,Yes,Very High
6318,58,37744,Self-employed,Owned,688,318257,209,Yes,Low
6319,26,15165,Salaried,Owned,498,474398,164,Yes,High
6320,40,26564,Unemployed,Parental Home,742,121539,55,No,Low
6321,27,38258,Salaried,Owned,485,307024,140,No,High
6322,36,28301,Salaried,Parental Home,643,485657,53,Yes,Medium
6323,64,47763,Self-employed,Parental Home,407,194278,44,Yes,Low
6324,22,23765,Self-employed,Parental Home,379,21484,307,No,Very High
6325,64,47787,Salaried,Owned,552,488920,126,Yes,Low
6326,69,10425,Salaried,Owned,324,44606,214,Yes,Very High
6327,40,15857,Self-employed,Rented,582,183193,75,No,Medium
6328,47,30463,Salaried,Parental Home,537,329762,295,No,High
6329,42,25444,Self-employed,Owned,615,131804,234,No,Very High
6330,45,44457,Salaried,Owned,762,19464,347,Yes,Low
6331,51,39744,Unemployed,Parental Home,681,77671,221,Yes,Medium
6332,62,17205,Unemployed,Parental Home,764,76565,97,No,Very High
6333,65,3704,Salaried,Parental Home,449,198850,238,No,Low
6334,64,8452,Self-employed,Rented,651,476405,315,Yes,Medium
6335,42,48617,Salaried,Rented,741,138581,196,No,Low
6336,27,41862,Salaried,Rented,694,182312,276,No,High
6337,31,6681,Self-employed,Parental Home,664,400171,184,No,Very High
6338,59,23522,Salaried,Owned,305,211454,227,Yes,Low
6339,63,21300,Self-employed,Parental Home,833,274222,94,No,Medium
6340,47,12566,Salaried,Owned,519,110847,89,Yes,High
6341,58,10501,Self-employed,Rented,311,132307,333,No,Low
6342,42,4845,Salaried,Rented,684,58932,357,Yes,Very High
6343,31,42181,Unemployed,Rented,757,490016,83,Yes,Medium
6344,52,43758,Self-employed,Owned,524,87830,282,No,Medium
6345,69,45396,Unemployed,Owned,635,338843,307,Yes,High
6346,65,16230,Self-employed,Parental Home,466,50601,152,Yes,Low
6347,51,20754,Self-employed,Parental Home,615,422593,219,No,High
6348,27,37404,Self-employed,Parental Home,415,77251,353,Yes,Medium
6349,52,25564,Self-employed,Rented,797,93062,44,No,Very High
6350,28,35362,Salaried,Parental Home,447,44373,120,No,Medium
6351,28,21227,Salaried,Rented,335,192755,173,Yes,Low
6352,38,27760,Self-employed,Owned,706,392980,27,Yes,Medium
6353,38,32723,Salaried,Rented,684,102997,25,Yes,Very High
6354,39,20215,Self-employed,Rented,710,120292,242,Yes,Very High
6355,62,8538,Self-employed,Rented,607,322145,257,No,High
6356,24,24699,Unemployed,Owned,539,154826,57,No,Medium
6357,34,46085,Self-employed,Owned,666,494560,317,No,Low
6358,19,15454,Self-employed,Parental Home,603,47970,124,Yes,Very High
6359,29,44223,Salaried,Parental Home,466,396340,54,No,Very High
6360,59,24711,Self-employed,Parental Home,600,476079,59,No,Low
6361,35,18059,Self-employed,Owned,504,314199,203,No,Medium
6362,28,4286,Unemployed,Owned,494,149293,213,Yes,Very High
6363,33,37297,Salaried,Owned,470,87122,153,Yes,High
6364,66,45768,Salaried,Owned,701,86628,200,Yes,Very High
6365,68,42423,Unemployed,Owned,338,412086,230,Yes,Low
6366,35,37645,Self-employed,Rented,551,365690,263,No,Medium
6367,52,45709,Unemployed,Parental Home,582,129409,288,Yes,Very High
6368,43,29485,Salaried,Rented,506,256991,322,No,Very High
6369,33,35267,Unemployed,Parental Home,799,8740,127,Yes,Medium
6370,23,48823,Salaried,Rented,442,24105,13,No,Medium
6371,61,30086,Unemployed,Owned,318,125714,24,Yes,High
6372,60,19484,Self-employed,Parental Home,319,210459,288,No,Very High
6373,64,6087,Self-employed,Rented,747,177744,263,No,High
6374,64,41596,Salaried,Parental Home,525,210974,239,Yes,High
6375,65,21675,Unemployed,Owned,400,95358,157,Yes,Low
6376,59,27680,Salaried,Owned,593,265720,228,Yes,Very High
6377,29,20077,Self-employed,Parental Home,849,480866,248,Yes,Medium
6378,30,41174,Salaried,Parental Home,364,33519,305,Yes,High
6379,21,14432,Self-employed,Owned,798,317856,267,Yes,Low
6380,56,6491,Salaried,Owned,375,325472,292,Yes,Low
6381,19,49126,Unemployed,Owned,424,144759,177,Yes,Very High
6382,43,49122,Self-employed,Rented,326,190632,154,No,Low
6383,44,6392,Salaried,Parental Home,575,486694,249,No,Low
6384,44,5268,Self-employed,Owned,382,134993,108,Yes,Very High
6385,32,41400,Unemployed,Parental Home,785,179694,203,No,High
6386,25,39551,Self-employed,Rented,762,457686,299,No,Low
6387,24,31088,Unemployed,Rented,305,362760,54,Yes,High
6388,64,17479,Self-employed,Owned,667,332093,280,Yes,High
6389,63,28465,Unemployed,Parental Home,770,204183,220,No,High
6390,57,25357,Self-employed,Rented,748,28892,345,Yes,Medium
6391,29,8969,Unemployed,Parental Home,669,6082,36,No,Very High
6392,30,11981,Salaried,Parental Home,639,319049,316,Yes,Very High
6393,60,24032,Salaried,Owned,577,265732,99,No,High
6394,34,44618,Self-employed,Rented,639,362250,131,Yes,Low
6395,34,27408,Unemployed,Rented,379,253718,236,No,Medium
6396,53,27241,Salaried,Rented,366,144807,147,Yes,Medium
6397,38,20402,Self-employed,Parental Home,514,16255,262,No,Very High
6398,25,28766,Salaried,Rented,715,372281,222,No,Medium
6399,22,6657,Unemployed,Rented,444,408310,22,Yes,High
6400,43,24230,Self-employed,Parental Home,585,484450,21,No,High
6401,33,21680,Unemployed,Rented,839,327659,326,No,Very High
6402,53,20158,Unemployed,Rented,346,354154,76,Yes,Very High
6403,45,22195,Unemployed,Parental Home,536,166723,91,No,Medium
6404,46,45340,Salaried,Rented,416,302062,103,No,Low
6405,64,38950,Self-employed,Owned,450,11103,144,No,Medium
6406,29,15979,Unemployed,Parental Home,382,349947,123,Yes,Very High
6407,54,10867,Salaried,Rented,356,253437,206,No,High
6408,47,18155,Unemployed,Owned,684,458362,98,Yes,High
6409,40,16006,Salaried,Parental Home,519,59390,173,No,Low
6410,33,7329,Self-employed,Rented,584,238351,359,Yes,Low
6411,31,25551,Self-employed,Parental Home,733,316302,12,No,Medium
6412,27,38865,Self-employed,Owned,619,163083,130,Yes,High
6413,24,4404,Self-employed,Parental Home,541,487781,265,No,Medium
6414,62,40869,Unemployed,Rented,764,326033,202,No,Low
6415,69,4369,Salaried,Owned,502,329411,301,Yes,Very High
6416,54,42433,Self-employed,Parental Home,848,239776,299,No,Medium
6417,46,21448,Unemployed,Rented,744,187313,127,No,Medium
6418,20,38533,Self-employed,Rented,434,397750,210,No,High
6419,32,27175,Self-employed,Owned,840,140263,246,Yes,High
6420,53,3716,Self-employed,Owned,786,141695,241,Yes,High
6421,64,16850,Salaried,Parental Home,785,7293,237,No,Medium
6422,63,4711,Salaried,Rented,704,156665,207,Yes,High
6423,69,28801,Salaried,Owned,732,97703,289,No,High
6424,36,24751,Self-employed,Rented,847,369873,168,Yes,Low
6425,30,42029,Unemployed,Parental Home,549,475518,312,Yes,High
6426,59,28173,Unemployed,Owned,379,459600,184,Yes,Very High
6427,38,9086,Unemployed,Parental Home,314,303136,334,No,Low
6428,54,14223,Self-employed,Parental Home,339,88160,32,No,Medium
6429,44,19220,Salaried,Owned,380,20848,199,Yes,Medium
6430,69,16392,Unemployed,Parental Home,809,328317,296,Yes,High
6431,46,23051,Self-employed,Rented,606,380055,300,Yes,Very High
6432,37,5246,Self-employed,Owned,696,413975,178,Yes,Low
6433,42,23010,Unemployed,Rented,503,405733,201,No,High
6434,23,5822,Unemployed,Parental Home,510,298124,101,Yes,Low
6435,53,27667,Self-employed,Owned,698,205198,312,Yes,High
6436,19,20234,Unemployed,Rented,672,489044,84,Yes,Low
6437,39,33654,Self-employed,Rented,688,275599,93,Yes,Low
6438,49,12669,Unemployed,Rented,557,11944,22,No,Medium
6439,33,24784,Salaried,Rented,414,496837,260,No,Low
6440,35,32672,Self-employed,Rented,633,331771,171,No,Very High
6441,22,4082,Salaried,Parental Home,648,331867,118,No,Medium
6442,53,14148,Unemployed,Parental Home,532,252967,102,Yes,High
6443,47,30494,Self-employed,Parental Home,808,425316,252,No,High
6444,62,43935,Unemployed,Parental Home,748,202248,215,No,Low
6445,36,12557,Self-employed,Parental Home,376,268002,327,Yes,Medium
6446,40,47496,Unemployed,Parental Home,397,304155,160,No,Medium
6447,51,39719,Salaried,Parental Home,761,101054,273,No,High
6448,30,44735,Salaried,Rented,799,244038,177,No,Very High
6449,60,42536,Unemployed,Parental Home,337,282581,127,No,Very High
6450,46,17039,Salaried,Rented,657,292694,19,No,Medium
6451,53,5303,Salaried,Owned,541,161933,240,No,Medium
6452,39,42925,Unemployed,Parental Home,350,439227,81,Yes,High
6453,69,21281,Self-employed,Rented,724,296073,202,Yes,Medium
6454,69,25209,Unemployed,Owned,426,399235,173,Yes,High
6455,64,31173,Self-employed,Owned,402,29284,188,Yes,Very High
6456,53,45287,Salaried,Rented,776,82350,51,No,Medium
6457,26,28190,Salaried,Rented,528,377983,353,No,Very High
6458,56,36012,Salaried,Rented,735,381824,40,No,Very High
6459,68,44716,Salaried,Parental Home,684,342784,20,No,Low
6460,36,44783,Salaried,Owned,384,210087,288,No,High
6461,55,46787,Self-employed,Parental Home,658,75909,299,Yes,High
6462,23,23191,Self-employed,Parental Home,326,299515,83,Yes,High
6463,69,5779,Self-employed,Parental Home,371,280378,194,Yes,Low
6464,64,21230,Unemployed,Owned,394,68172,21,No,High
6465,32,49491,Salaried,Owned,725,404573,188,Yes,Low
6466,37,26405,Salaried,Owned,305,288739,98,No,Medium
6467,26,15803,Salaried,Rented,389,312743,95,Yes,Low
6468,49,30825,Unemployed,Parental Home,521,143844,97,Yes,Very High
6469,21,16698,Unemployed,Rented,451,478319,308,No,High
6470,67,37560,Unemployed,Rented,511,321034,218,Yes,Low
6471,35,18376,Salaried,Parental Home,562,107205,298,No,Low
6472,22,21118,Self-employed,Owned,681,295828,120,Yes,Low
6473,37,16117,Unemployed,Parental Home,356,452301,43,No,Low
6474,40,42983,Unemployed,Rented,725,327068,24,Yes,Medium
6475,28,40956,Self-employed,Owned,441,16708,224,No,Medium
6476,54,41049,Unemployed,Owned,823,274814,129,Yes,Medium
6477,39,25242,Self-employed,Rented,314,337614,117,No,High
6478,21,3944,Salaried,Owned,307,269810,26,Yes,Low
6479,46,34695,Self-employed,Owned,530,335133,331,No,Medium
6480,61,4511,Self-employed,Parental Home,485,395783,224,No,High
6481,51,48486,Salaried,Parental Home,352,121255,199,Yes,Very High
6482,30,25502,Unemployed,Rented,436,221744,245,No,Very High
6483,59,27805,Salaried,Rented,473,439463,275,No,High
6484,26,29993,Unemployed,Rented,518,269617,234,No,Low
6485,59,11369,Unemployed,Owned,562,423781,224,No,Low
6486,48,47888,Self-employed,Rented,554,158680,156,No,Very High
6487,24,49489,Salaried,Parental Home,569,229743,16,Yes,Low
6488,21,38383,Self-employed,Owned,523,266301,152,Yes,Low
6489,36,20997,Salaried,Rented,433,498925,32,Yes,Low
6490,59,18629,Salaried,Owned,462,495173,128,No,Low
6491,47,34949,Self-employed,Owned,372,308358,126,No,Medium
6492,48,5840,Unemployed,Owned,842,428764,55,No,Medium
6493,52,17051,Unemployed,Rented,783,244577,215,No,Low
6494,38,30523,Salaried,Owned,554,170674,320,No,High
6495,48,4774,Unemployed,Owned,497,372490,333,Yes,Medium
6496,36,16262,Self-employed,Owned,726,99373,137,No,Low
6497,48,6871,Self-employed,Parental Home,792,418951,131,Yes,Medium
6498,49,11273,Self-employed,Rented,381,21806,225,Yes,High
6499,19,20229,Salaried,Parental Home,607,459853,324,No,High
6500,69,30385,Salaried,Owned,673,313436,322,No,Medium
6501,27,45176,Unemployed,Owned,758,34228,141,Yes,Low
6502,19,32289,Self-employed,Parental Home,800,240309,105,Yes,Low
6503,19,6260,Self-employed,Owned,656,52986,76,No,Very High
6504,41,35019,Salaried,Parental Home,595,441071,216,No,Low
6505,34,6145,Salaried,Owned,599,101780,198,Yes,High
6506,49,34753,Salaried,Owned,642,479163,223,Yes,High
6507,33,10802,Self-employed,Owned,419,424080,202,Yes,High
6508,33,5263,Self-employed,Owned,485,437056,272,Yes,Very High
6509,63,29913,Unemployed,Rented,457,424140,333,Yes,Very High
6510,56,11155,Self-employed,Rented,527,136626,101,No,Very High
6511,48,3922,Unemployed,Rented,607,316302,256,No,High
6512,60,9695,Unemployed,Parental Home,533,88685,161,No,Medium
6513,41,23672,Self-employed,Parental Home,310,203699,151,Yes,Low
6514,18,41526,Unemployed,Parental Home,474,393267,304,No,Low
6515,28,48344,Unemployed,Parental Home,301,32749,130,No,Medium
6516,38,22014,Salaried,Rented,481,379339,258,No,Medium
6517,21,10816,Self-employed,Parental Home,649,317953,109,Yes,Low
6518,24,28743,Unemployed,Parental Home,681,331220,181,No,Low
6519,43,43324,Unemployed,Parental Home,596,210611,321,No,Very High
6520,64,31539,Unemployed,Owned,496,453462,78,Yes,Very High
6521,67,33102,Self-employed,Parental Home,585,405679,67,No,Medium
6522,29,41698,Salaried,Owned,821,391252,57,Yes,Medium
6523,48,14633,Salaried,Parental Home,524,449330,16,Yes,High
6524,34,26384,Self-employed,Parental Home,585,382322,67,Yes,Medium
6525,50,6512,Self-employed,Owned,630,341189,162,Yes,Medium
6526,28,9066,Self-employed,Parental Home,462,362546,329,Yes,High
6527,45,34500,Self-employed,Owned,492,345185,152,No,Low
6528,49,16207,Salaried,Parental Home,444,29466,326,No,Very High
6529,18,23106,Unemployed,Parental Home,837,417148,295,No,High
6530,64,17322,Unemployed,Owned,569,490168,17,No,Medium
6531,45,37828,Self-employed,Rented,350,112712,200,Yes,Medium
6532,59,49781,Self-employed,Owned,826,128212,328,No,Low
6533,24,22418,Unemployed,Rented,427,251936,230,No,Very High
6534,19,5387,Salaried,Owned,345,43867,184,Yes,Very High
6535,59,11031,Self-employed,Rented,533,417200,104,Yes,Very High
6536,41,4799,Self-employed,Parental Home,747,171934,23,Yes,Very High
6537,21,38548,Salaried,Rented,742,119361,174,No,Low
6538,61,36895,Salaried,Parental Home,802,367711,329,Yes,High
6539,36,27914,Salaried,Owned,584,366514,16,Yes,Low
6540,43,43133,Self-employed,Rented,431,229616,77,Yes,Medium
6541,28,17635,Salaried,Parental Home,775,322040,214,Yes,Low
6542,57,43379,Self-employed,Owned,843,269934,335,No,Medium
6543,67,48414,Self-employed,Rented,655,372527,353,No,Low
6544,60,10535,Salaried,Parental Home,336,458021,204,Yes,Very High
6545,28,45132,Unemployed,Rented,437,49449,347,No,Very High
6546,62,5808,Salaried,Rented,721,425461,77,No,High
6547,20,16055,Unemployed,Parental Home,744,350737,180,Yes,Very High
6548,29,30605,Salaried,Parental Home,541,167408,166,Yes,Low
6549,20,29665,Salaried,Owned,544,449731,87,No,Medium
6550,59,35767,Self-employed,Parental Home,838,115464,272,Yes,High
6551,44,7297,Self-employed,Parental Home,508,254483,144,No,High
6552,66,46977,Self-employed,Rented,756,434485,353,Yes,Low
6553,19,23943,Self-employed,Parental Home,398,171654,152,No,Low
6554,66,36216,Self-employed,Rented,801,93562,347,No,Very High
6555,33,8008,Self-employed,Rented,436,103652,357,No,Very High
6556,19,24277,Self-employed,Parental Home,486,236498,148,No,Very High
6557,47,19820,Unemployed,Parental Home,335,330864,187,Yes,High
6558,37,9012,Unemployed,Parental Home,778,249624,299,Yes,High
6559,55,25253,Self-employed,Parental Home,354,183899,350,No,Medium
6560,45,32202,Unemployed,Owned,770,265665,47,Yes,High
6561,42,32236,Salaried,Rented,383,25517,154,Yes,Very High
6562,49,4620,Unemployed,Owned,305,445581,148,No,High
6563,27,49352,Self-employed,Owned,662,491845,27,No,High
6564,59,36716,Unemployed,Rented,469,87131,261,No,High
6565,57,12319,Salaried,Owned,548,205137,17,No,Medium
